id,startup_id,round_type,amount_raised_usd,investor_id,funding_date,equity_diluted_percent,valuation_after_round_usd,lead_investor,currency,created_at,updated_at
451,199,Series B,36731584,12,2024-12-30,16.63,3012465,No,USD,2018-04-29 00:42:54,2024-03-09 05:15:43
452,199,Series B,21190695,19,2023-07-26,28.97,7151669,No,USD,2021-01-29 01:31:26,2023-01-25 20:35:38
453,200,Series A,448122,2,2017-01-20,26.49,813857,Yes,USD,2024-06-16 16:01:44,2023-05-01 07:46:32
454,200,Convertible Note,582174,13,2015-03-23,18.61,2279383,Yes,USD,2021-12-28 13:35:39,2023-02-24 10:57:56
455,200,Seed,360184,1,2014-08-16,14.15,5268240,Yes,USD,2020-04-26 14:17:53,2023-07-22 10:25:29
456,201,Angel,10868429,16,2020-12-05,17.79,1241952,No,USD,2018-10-18 10:59:24,2024-01-10 19:27:42
457,202,Convertible Note,78229629,10,2017-12-18,29.02,1250839,No,USD,2024-05-16 10:39:36,2024-01-15 11:01:57
458,202,Series C,43714748,8,2021-09-20,20.73,3558419,Yes,USD,2024-04-25 22:40:05,2024-03-29 03:19:32
459,202,Series C,38616466,18,2016-07-07,20.61,10128526,Yes,USD,2021-07-05 04:47:54,2024-11-09 11:09:51
460,203,Convertible Note,4399535,3,2019-06-04,21.25,873019,Yes,USD,2018-10-02 19:40:45,2023-07-09 02:19:53
461,204,Convertible Note,819490,11,2015-09-03,6.5,1282899,Yes,USD,2018-06-15 21:08:30,2024-10-07 12:48:39
462,204,Series B,1171462,17,2022-03-12,24.37,2313992,Yes,USD,2021-05-14 01:12:52,2024-01-07 21:54:15
463,204,Angel,1717279,6,2022-04-11,29.8,6723970,No,USD,2018-02-09 23:44:11,2024-08-19 06:49:27
464,205,Series B,173068607,1,2021-10-23,7.26,1376622,Yes,USD,2024-03-09 01:23:45,2024-11-06 05:22:30
465,205,Series C,156696417,1,2022-03-02,28.13,3238193,No,USD,2024-10-25 08:05:08,2024-11-02 07:57:09
466,206,Series B,54777800,18,2022-08-31,7.17,756120,Yes,USD,2020-04-15 09:47:46,2023-08-27 08:51:32
467,206,Series C,63683848,7,2022-09-26,24.18,1212049,No,USD,2019-12-22 14:27:34,2024-03-01 02:11:31
468,206,Series A,39170671,4,2024-08-11,7.91,3307778,Yes,USD,2019-11-09 19:05:56,2024-12-13 22:13:32
469,207,Series A,861584,19,2023-11-09,19.01,819200,Yes,USD,2024-12-06 16:38:03,2024-07-23 17:41:33
470,208,Bridge,55520330,12,2016-07-16,9.71,976513,Yes,USD,2024-06-16 18:02:32,2023-06-07 02:42:13
471,209,Series C,26543925,7,2020-07-11,16.06,1473169,Yes,USD,2020-08-14 13:56:55,2024-10-03 12:31:03
472,209,Series B,62327360,3,2022-09-18,7.13,3782047,Yes,USD,2024-02-23 18:05:39,2023-04-28 16:50:48
473,210,Series B,275004,1,2014-07-06,10.98,990794,Yes,USD,2019-10-13 00:48:56,2023-09-12 08:51:16
474,210,Series C,1101476,16,2013-09-19,11.4,1527530,No,USD,2022-05-20 11:03:52,2024-05-22 14:22:48
475,210,Angel,951002,15,2015-05-30,10.65,3912354,No,USD,2020-05-05 03:25:01,2023-07-20 21:31:41
476,210,Seed,394661,2,2019-01-28,24.26,9696709,No,USD,2018-05-07 06:48:54,2024-08-10 19:24:55
477,211,Pre-Seed,1090294,15,2017-04-04,5.34,1049203,No,USD,2022-07-08 19:55:53,2024-02-11 12:43:38
478,211,Series A,487152,8,2019-06-13,22.25,3126858,Yes,USD,2018-04-30 15:06:47,2024-11-28 10:33:52
479,213,Pre-Seed,2632686,3,2021-01-28,21.4,1121608,No,USD,2020-03-21 07:11:13,2023-11-02 06:54:01
480,214,Series C,36070811,10,2022-03-14,27.04,1333737,Yes,USD,2024-12-27 20:10:15,2024-04-24 10:38:46
481,214,Pre-Seed,38973476,5,2024-11-18,26.27,2986678,No,USD,2024-01-28 22:09:43,2024-01-18 17:21:47
482,214,Series B,24095501,4,2021-05-16,20.51,5897337,Yes,USD,2024-06-17 13:50:01,2023-08-08 09:33:55
483,214,Angel,52429855,14,2024-07-23,18.57,15489276,Yes,USD,2024-02-22 22:31:12,2024-02-10 18:53:40
484,216,Angel,704408,2,2021-06-12,22.37,1148916,No,USD,2020-11-11 14:23:33,2023-11-15 13:26:57
485,216,Series B,1284774,16,2023-12-28,11.64,2465678,No,USD,2020-08-03 15:49:05,2023-05-14 01:25:14
486,218,Convertible Note,357666215,6,2022-06-13,16.06,1008905,No,USD,2018-06-02 03:16:22,2024-06-09 09:00:32
487,220,Seed,764877,3,2019-02-23,15.99,939795,Yes,USD,2021-06-30 22:13:44,2024-01-24 02:04:26
488,221,Seed,413862,1,2016-06-12,26.94,980186,Yes,USD,2019-01-01 16:38:10,2024-02-14 23:47:01
489,221,Series C,916586,9,2020-07-02,29.28,1969858,No,USD,2019-12-20 23:25:32,2023-09-10 12:32:48
490,221,Series B,1833362,8,2023-03-18,16.3,5823757,No,USD,2018-04-22 06:18:56,2024-11-23 08:40:43
491,221,Series C,788900,19,2019-12-11,21.86,17400337,No,USD,2018-04-28 00:14:00,2023-03-30 02:38:26
492,222,Angel,2282652,8,2023-11-11,14.41,1331577,No,USD,2020-12-29 21:08:44,2023-04-12 20:54:46
493,222,Convertible Note,1070986,17,2020-08-07,18.38,2777494,Yes,USD,2024-07-07 10:53:43,2024-10-08 14:01:50
494,223,Series B,323214,20,2014-11-28,15.16,1335669,No,USD,2018-05-16 17:07:04,2023-07-13 13:51:44
495,223,Series B,280784,17,2018-08-26,19.05,2485442,Yes,USD,2023-04-25 14:02:00,2024-12-08 13:11:51
496,224,Series C,1606702,4,2019-11-03,25.28,1407204,No,USD,2020-11-10 09:39:47,2024-02-01 13:36:21
497,224,Series B,779603,16,2020-12-07,26.12,3873976,Yes,USD,2023-04-29 10:10:32,2023-01-08 00:07:26
498,224,Seed,2074136,10,2023-05-05,19.5,7000431,No,USD,2021-07-30 18:11:14,2023-11-17 21:07:52
499,224,Bridge,1092793,6,2022-06-24,11.96,16284432,No,USD,2019-01-09 21:43:54,2023-02-17 01:05:28
500,225,Convertible Note,37524989,4,2021-09-14,22.08,1474466,No,USD,2021-10-15 14:25:04,2023-09-03 01:54:17
501,227,Series B,576909,10,2020-12-12,20.64,1274138,Yes,USD,2021-07-07 22:22:49,2023-06-03 17:12:40
502,227,Series A,2227498,18,2024-04-16,22.82,2234166,No,USD,2023-07-08 18:35:07,2024-11-06 06:03:58
503,227,Angel,1938773,13,2022-01-26,20.93,6317976,No,USD,2019-01-28 02:21:33,2024-07-27 04:56:46
504,228,Convertible Note,357366,17,2022-02-11,6.82,1256351,Yes,USD,2023-06-21 23:36:07,2023-04-29 13:07:04
505,230,Bridge,740635,3,2024-11-08,7.58,940933,Yes,USD,2018-09-05 18:29:23,2023-11-07 05:46:49
506,230,Series B,1226498,17,2024-04-15,18.67,1711866,No,USD,2020-01-27 07:31:46,2024-11-16 15:18:35
507,230,Convertible Note,1161525,16,2020-04-14,19.01,2579949,Yes,USD,2019-08-26 10:15:11,2023-12-09 03:10:05
508,231,Angel,2984969,19,2024-07-26,6.51,1054634,No,USD,2022-07-21 13:46:01,2023-06-01 17:27:23
509,233,Series A,19362629,12,2024-02-25,6.58,1234940,No,USD,2022-07-07 21:33:08,2023-04-22 22:00:53
510,233,Pre-Seed,6538831,16,2019-02-09,25.8,3117357,Yes,USD,2023-01-05 01:51:15,2024-05-14 16:49:03
511,234,Bridge,3351852,19,2020-07-09,9.11,1355687,No,USD,2018-05-24 18:56:56,2024-06-11 07:17:32
512,234,Series B,2690862,14,2023-07-08,23.06,2347813,No,USD,2022-08-04 21:11:39,2024-02-24 11:03:54
513,234,Convertible Note,3548914,9,2021-10-25,14.87,4530329,No,USD,2019-06-30 13:30:25,2024-01-05 21:17:05
514,234,Angel,2306149,19,2021-01-16,17.46,7495177,No,USD,2018-01-15 01:12:19,2023-12-08 04:48:09
515,235,Angel,117630661,13,2020-11-09,29.79,1481226,Yes,USD,2018-08-27 06:08:54,2024-02-03 21:57:16
516,236,Angel,2198649,15,2018-07-01,11.04,1444803,Yes,USD,2023-03-06 08:49:48,2023-02-10 23:24:14
517,236,Series C,381490,11,2017-08-23,21.18,3104911,No,USD,2023-03-20 12:47:30,2024-01-12 03:08:21
518,236,Series A,1211220,19,2022-08-28,29.59,8197227,Yes,USD,2022-01-07 06:25:46,2024-02-22 19:59:13
519,237,Angel,66311215,7,2017-11-22,8.24,1075856,No,USD,2022-06-28 05:49:49,2024-06-16 07:29:08
520,237,Series A,66945463,6,2018-10-12,23.77,2701747,Yes,USD,2019-02-22 01:14:51,2023-08-23 22:30:52
521,238,Pre-Seed,1339211,10,2022-10-19,21.37,1269694,No,USD,2018-05-20 06:47:28,2023-01-12 08:12:12
522,239,Series A,66659000,18,2023-12-14,25.27,1224191,Yes,USD,2023-12-25 08:23:25,2024-10-11 02:08:23
523,239,Convertible Note,294096659,1,2017-01-08,16.62,2985685,No,USD,2019-02-18 18:33:51,2024-12-28 20:40:23
524,240,Convertible Note,1965661,13,2024-01-12,5.41,1178525,No,USD,2021-04-26 11:54:45,2024-01-01 09:19:46
525,241,Seed,3284064,18,2022-11-17,10.56,1117100,Yes,USD,2022-11-18 09:01:20,2023-07-31 22:09:40
526,241,Convertible Note,1862781,20,2018-10-22,18.06,2760956,No,USD,2024-12-01 06:16:46,2023-05-16 16:35:13
527,242,Series A,1465065,20,2024-08-17,27.84,1092610,Yes,USD,2020-05-15 02:44:23,2023-01-24 07:10:06
528,243,Bridge,23382444,3,2019-05-03,8.19,1348400,Yes,USD,2022-06-11 13:27:56,2024-10-26 16:25:40
529,243,Pre-Seed,27263154,8,2022-05-04,17.36,3329669,No,USD,2019-01-19 09:53:36,2024-08-13 21:34:27
530,243,Series A,9751329,12,2019-12-31,27.26,7788997,Yes,USD,2020-08-04 16:21:11,2023-11-14 04:54:30
531,244,Angel,840486,12,2024-03-05,23.98,827372,Yes,USD,2022-12-15 09:13:36,2024-11-23 13:14:38
532,244,Series B,2779860,20,2022-08-15,5.18,1659067,No,USD,2021-08-05 23:18:26,2024-01-06 13:49:42
533,244,Series C,1032092,2,2023-11-18,17.27,2673967,Yes,USD,2018-08-08 04:47:54,2023-04-04 00:42:09
534,244,Convertible Note,1055738,13,2022-03-30,22.07,5535791,Yes,USD,2021-12-08 23:24:42,2024-04-17 06:46:45
535,245,Angel,1057756,17,2023-07-15,11.7,963810,Yes,USD,2024-09-17 02:27:42,2024-02-05 00:51:06
536,245,Seed,340027,10,2024-01-29,17.98,2317782,No,USD,2018-04-04 23:28:13,2023-06-07 13:19:19
537,247,Series A,1593502,12,2024-01-14,20.75,1101771,No,USD,2019-01-10 15:27:50,2023-03-01 19:42:01
538,247,Series A,1239450,14,2023-08-23,27.88,1812513,No,USD,2024-04-09 03:00:18,2023-12-25 15:52:15
539,247,Series B,1077588,19,2023-09-07,11.37,3902328,No,USD,2020-05-24 22:14:34,2024-03-27 17:56:03
540,247,Series C,474240,19,2022-03-03,21.48,8787106,No,USD,2022-11-24 11:58:05,2024-07-20 06:28:34
541,249,Convertible Note,3912316,17,2023-01-20,17.56,817928,No,USD,2021-01-25 07:52:16,2023-12-30 01:38:52
542,249,Bridge,4462345,7,2022-08-24,6.01,1618161,Yes,USD,2021-08-17 01:09:15,2023-02-16 16:55:36
543,249,Bridge,2552323,20,2024-03-05,9.13,3381830,Yes,USD,2021-05-06 07:22:16,2024-06-25 12:38:21
544,250,Seed,3331713,12,2020-09-20,5.8,1365185,Yes,USD,2023-08-29 14:04:00,2024-06-17 17:02:13
545,250,Series C,5406664,10,2020-07-24,15.68,2907040,No,USD,2024-08-03 01:13:30,2024-02-17 08:28:17
546,251,Bridge,9978414,3,2021-07-22,7.03,841894,Yes,USD,2019-04-20 10:02:48,2023-09-01 23:36:52
547,251,Bridge,5451431,18,2021-03-02,22.75,2499205,Yes,USD,2024-04-25 20:02:02,2023-11-06 03:20:33
548,251,Series A,3804707,5,2024-03-12,15.4,4561080,No,USD,2018-01-06 03:52:14,2024-06-11 10:20:47
549,251,Pre-Seed,634732,11,2022-10-22,9.83,7986566,Yes,USD,2019-03-10 00:04:11,2023-10-29 11:54:29
550,252,Seed,2110968,2,2023-04-26,23.69,1031086,Yes,USD,2024-09-14 09:38:36,2024-08-15 03:12:58
551,253,Series C,503516,11,2021-09-05,19.39,1407815,Yes,USD,2024-06-18 13:34:28,2023-03-25 16:27:50
552,253,Convertible Note,844269,18,2021-01-24,21.05,3131741,Yes,USD,2024-09-13 06:45:10,2024-07-25 22:50:54
553,253,Series C,344892,4,2024-05-14,15.56,7001299,Yes,USD,2024-08-17 07:13:52,2023-05-24 02:48:12
554,253,Series B,3161299,5,2021-03-28,19.06,12215796,No,USD,2018-06-19 21:03:52,2023-08-07 15:55:43
555,254,Convertible Note,2280486,18,2021-12-15,14.63,1022411,No,USD,2020-11-10 17:00:24,2024-02-14 03:04:44
556,255,Bridge,1027319,5,2012-09-25,21.24,1482253,Yes,USD,2022-05-10 18:53:23,2023-03-17 13:20:31
557,255,Seed,376179,18,2021-09-05,6.2,2468323,Yes,USD,2024-01-30 02:57:07,2024-11-14 23:08:55
558,256,Series A,1020687,11,2021-01-04,19.59,794465,No,USD,2024-07-06 23:58:08,2023-03-02 13:50:09
559,256,Series A,682437,11,2022-08-28,18.87,2133988,Yes,USD,2018-03-24 18:45:24,2024-10-10 03:36:48
560,257,Pre-Seed,804414,12,2015-08-30,7.23,1019482,Yes,USD,2018-07-20 06:50:27,2023-01-07 16:07:25
561,257,Series B,1827335,18,2012-04-19,11.33,1687067,No,USD,2018-06-24 17:44:04,2024-12-09 19:31:58
562,257,Seed,738243,18,2017-04-18,11.83,2627120,No,USD,2020-12-15 08:36:56,2023-12-27 00:52:25
563,257,Pre-Seed,1438625,11,2023-04-01,5.87,6620754,Yes,USD,2023-02-14 08:21:25,2024-03-18 19:35:14
564,258,Pre-Seed,1046264132,20,2022-01-28,6.95,943418,Yes,USD,2024-12-09 21:01:18,2024-09-27 11:29:59
565,258,Convertible Note,925933933,7,2024-12-25,12.19,1668635,No,USD,2022-05-19 19:05:56,2024-09-06 11:12:02
566,258,Seed,839320887,10,2024-07-22,8.47,4851109,No,USD,2019-05-21 15:18:43,2024-12-30 12:56:33
567,259,Pre-Seed,482592,13,2014-11-26,20.22,1474565,No,USD,2022-05-09 02:07:48,2024-02-04 12:08:49
568,259,Bridge,1113071,7,2018-12-01,19.92,2229272,Yes,USD,2021-01-11 12:56:35,2024-08-31 20:50:43
569,259,Bridge,1213169,4,2020-11-16,14.24,5519009,Yes,USD,2023-08-01 23:31:52,2024-12-01 09:02:10
570,260,Series C,16884617,7,2019-12-22,22.92,1463884,Yes,USD,2021-08-13 04:17:11,2023-07-27 10:09:21
571,261,Pre-Seed,202884,17,2018-12-05,20.01,1140749,Yes,USD,2023-01-28 05:06:23,2023-02-27 10:49:09
572,261,Pre-Seed,1709867,8,2019-05-31,9.98,3265153,Yes,USD,2020-02-11 23:07:32,2023-10-06 11:58:26
573,261,Pre-Seed,1581549,20,2017-02-26,12.2,7898174,Yes,USD,2020-09-19 04:08:46,2024-12-29 03:00:38
574,261,Seed,816076,19,2018-01-27,27.91,22762815,Yes,USD,2019-03-23 08:58:44,2024-10-18 02:17:55
575,262,Convertible Note,736864,7,2022-06-11,26.9,916834,No,USD,2024-08-20 17:09:44,2023-11-08 01:48:09
576,263,Seed,7365282,5,2019-07-24,7.32,1447920,No,USD,2024-12-25 18:55:43,2024-06-13 02:32:06
577,264,Pre-Seed,54156765,13,2016-05-18,26.54,1260799,Yes,USD,2022-07-31 11:29:33,2024-09-23 13:51:13
578,265,Series C,8654622,10,2024-05-08,28.6,1105103,No,USD,2019-06-07 13:13:49,2024-12-20 09:32:33
579,265,Angel,3478631,16,2024-08-14,20.66,2899213,No,USD,2021-06-27 09:47:11,2023-05-12 20:20:12
580,265,Series C,2158825,15,2022-12-14,21.99,4642836,Yes,USD,2024-03-17 00:21:02,2023-09-13 08:21:23
581,266,Angel,1271192,6,2012-02-28,29.68,1471637,No,USD,2022-06-13 15:27:24,2024-01-23 22:02:34
582,266,Angel,1333165,16,2018-09-17,13.02,3412686,No,USD,2018-11-20 23:42:08,2023-02-26 20:30:20
583,267,Seed,1102396,13,2022-03-25,14.0,1287587,Yes,USD,2019-02-25 11:49:48,2024-12-27 04:25:08
584,267,Seed,344563,10,2023-12-25,27.46,2859920,Yes,USD,2020-11-18 08:14:00,2024-10-12 03:00:51
585,269,Seed,781672,12,2019-08-07,19.77,1441481,No,USD,2021-06-06 11:45:29,2023-11-16 08:59:13
586,269,Series A,344970,20,2023-05-16,7.42,3449087,Yes,USD,2022-01-24 07:14:52,2023-09-06 08:50:37
587,269,Convertible Note,545249,20,2023-03-30,5.71,8392773,Yes,USD,2018-07-07 23:13:50,2024-10-10 09:14:18
588,269,Series B,1457778,12,2024-02-02,22.53,20138253,No,USD,2018-10-09 23:33:33,2024-06-02 02:53:59
589,270,Bridge,1100724,5,2014-08-05,14.16,1461022,Yes,USD,2023-08-07 19:16:13,2024-04-12 13:58:14
590,270,Angel,8438354,19,2013-01-03,28.81,4170536,Yes,USD,2020-05-28 03:10:10,2023-07-10 07:55:38
591,270,Series C,4629833,15,2012-04-22,12.25,9738709,Yes,USD,2019-04-27 09:46:56,2024-06-21 06:51:25
592,270,Convertible Note,5395131,16,2017-09-26,5.16,21325314,Yes,USD,2020-06-24 12:24:26,2023-12-28 12:00:00
593,271,Bridge,24260159,18,2020-09-25,8.0,854437,Yes,USD,2024-01-16 04:07:37,2023-08-06 16:26:55
594,271,Angel,16331674,9,2023-12-09,8.34,1993739,No,USD,2020-06-01 19:13:12,2023-01-12 09:46:49
595,271,Series C,21803919,14,2020-11-11,21.56,4743791,Yes,USD,2022-07-06 12:42:25,2023-02-03 08:34:22
596,271,Series A,3370918,9,2021-12-19,10.14,8408633,No,USD,2023-11-05 23:17:37,2024-07-29 02:07:33
597,273,Bridge,1674231,9,2017-01-25,7.96,823558,No,USD,2020-08-20 14:35:43,2023-04-01 15:48:45
598,273,Pre-Seed,1487356,8,2021-06-10,11.31,1926027,Yes,USD,2018-12-07 22:26:46,2023-12-13 18:22:59
599,273,Series C,3295870,18,2021-05-08,19.32,5734362,No,USD,2019-11-15 02:39:15,2024-05-26 18:48:12
600,275,Series A,1800257,7,2023-11-12,14.85,1389879,No,USD,2019-12-28 15:25:29,2024-03-13 16:31:30
601,276,Series C,1391090,18,2023-05-21,6.8,907199,No,USD,2019-01-01 15:16:38,2023-03-16 18:22:14
602,276,Pre-Seed,1348664,10,2022-01-02,15.81,2248525,No,USD,2019-06-18 06:12:38,2024-09-13 00:43:51
603,276,Convertible Note,1051532,1,2021-03-09,7.35,3760595,Yes,USD,2020-07-06 19:06:21,2023-11-12 16:00:19
604,276,Series B,584677,14,2022-05-30,17.48,9868085,Yes,USD,2018-11-02 08:37:38,2023-01-14 02:00:55
605,277,Seed,26001573,9,2023-04-29,22.6,1333003,Yes,USD,2021-07-01 20:51:42,2024-09-09 18:05:21
606,277,Convertible Note,15243911,1,2021-07-22,16.35,3059872,No,USD,2023-03-07 21:14:24,2024-04-07 05:02:37
607,277,Bridge,8130352,6,2017-05-06,16.45,4796599,No,USD,2021-06-05 07:43:11,2023-02-28 11:32:51
608,277,Bridge,38291918,6,2018-12-27,27.78,11266520,No,USD,2019-03-01 21:54:48,2024-10-23 11:23:58
609,278,Series A,529160,16,2019-03-28,5.18,1326165,Yes,USD,2021-10-06 09:43:39,2023-04-09 14:43:31
610,278,Series A,583542,14,2014-01-19,25.43,3441711,No,USD,2023-09-12 10:26:32,2024-07-19 22:34:55
611,278,Bridge,331777,17,2017-11-06,21.84,5342912,No,USD,2020-04-01 11:32:24,2024-05-05 18:18:53
612,278,Series A,607995,14,2017-01-26,11.79,15971508,No,USD,2018-07-29 05:24:12,2023-06-03 15:25:53
613,279,Bridge,1670733,9,2022-04-01,13.37,1195896,No,USD,2022-05-06 12:39:16,2024-08-20 20:16:28
614,279,Seed,1663268,8,2017-01-31,26.34,2428117,No,USD,2021-08-02 20:02:45,2024-10-15 04:16:01
615,279,Series C,1212242,6,2020-09-25,21.19,5254506,No,USD,2023-11-18 19:25:20,2023-08-21 20:39:16
616,279,Series C,313185,12,2017-02-19,18.85,9749920,Yes,USD,2023-05-29 16:00:23,2023-08-24 17:13:12
617,280,Bridge,39146353,20,2016-05-10,11.19,891366,No,USD,2021-05-25 23:33:02,2024-12-14 08:51:49
618,280,Pre-Seed,32057824,7,2015-08-15,29.19,1633086,No,USD,2018-12-24 11:00:46,2024-01-31 06:11:51
619,280,Series B,2167235,2,2023-12-30,23.45,3219366,Yes,USD,2022-07-28 11:33:14,2024-06-29 14:40:37
620,281,Series A,6981048,13,2020-03-28,12.03,1418139,No,USD,2020-12-27 22:50:57,2024-02-08 13:47:02
621,281,Series A,7528640,5,2020-06-12,9.91,3936962,No,USD,2020-12-19 03:21:38,2023-05-31 01:45:48
622,281,Series B,2542629,3,2015-03-28,9.48,6220630,No,USD,2022-11-22 01:30:51,2024-06-30 03:43:55
623,281,Series C,4058245,17,2017-12-10,19.8,12986250,No,USD,2023-05-03 18:40:30,2023-07-27 16:12:15
624,283,Bridge,187449964,7,2023-10-21,16.18,947689,No,USD,2021-01-09 22:30:33,2024-08-27 06:54:21
625,284,Series C,3004653,6,2022-03-12,5.79,1318050,No,USD,2018-04-29 23:25:55,2024-06-24 15:21:27
626,285,Pre-Seed,2216979,18,2022-08-18,28.56,813897,Yes,USD,2024-09-22 05:15:56,2024-02-13 03:55:13
627,285,Seed,734253,15,2017-11-04,14.1,1449880,No,USD,2019-02-24 22:47:13,2023-09-12 15:26:59
628,285,Convertible Note,237671,17,2023-09-24,29.48,2902223,No,USD,2024-06-28 02:48:02,2024-10-05 12:54:41
629,285,Series C,699564,14,2017-12-30,6.02,8212337,Yes,USD,2023-02-07 16:13:48,2024-07-04 21:41:19
630,286,Series B,1274350,1,2017-02-10,11.36,1476738,No,USD,2023-03-10 06:27:59,2023-12-03 21:18:44
631,286,Pre-Seed,2020279,9,2014-11-25,16.98,2859822,Yes,USD,2024-11-21 00:12:07,2024-04-07 17:55:52
632,286,Series A,1860652,13,2017-09-30,11.14,7134770,Yes,USD,2022-10-20 15:47:33,2023-11-30 23:39:32
633,286,Series B,2188446,9,2012-12-07,18.77,13496406,No,USD,2024-08-03 06:01:12,2023-07-10 20:02:29
634,287,Bridge,210651,11,2019-09-25,15.58,1383556,Yes,USD,2019-05-24 23:23:10,2023-07-31 20:02:57
635,287,Angel,1473079,20,2022-07-06,14.53,4041881,Yes,USD,2018-03-29 19:52:57,2023-06-19 07:22:54
636,287,Bridge,939506,1,2020-09-29,5.73,7667875,Yes,USD,2021-12-17 08:51:50,2023-03-03 05:43:29
637,288,Angel,7113827,20,2021-01-05,10.38,838106,No,USD,2018-01-18 00:18:08,2023-07-25 02:42:34
638,288,Angel,10664160,13,2024-08-07,8.16,2210165,Yes,USD,2021-05-17 16:55:07,2024-12-10 01:36:15
639,289,Series C,80011692,15,2021-06-09,27.88,1148015,No,USD,2022-12-22 15:38:28,2023-07-29 18:51:33
640,290,Series B,1942791,11,2021-04-29,18.16,1287517,Yes,USD,2022-03-15 02:34:10,2024-05-12 04:55:43
641,290,Series A,1803668,5,2022-06-13,28.29,2926306,Yes,USD,2024-07-31 11:55:06,2024-05-31 10:11:55
642,291,Series C,877926,14,2023-12-03,24.59,1100278,Yes,USD,2021-10-10 10:37:02,2023-09-07 01:59:32
643,291,Seed,803127,20,2021-09-06,26.12,2348909,No,USD,2023-08-18 14:24:06,2024-11-22 10:00:52
644,291,Series B,737393,19,2019-04-17,27.12,5476739,No,USD,2018-05-05 16:36:08,2024-11-01 08:18:26
645,292,Pre-Seed,697710,1,2020-12-22,28.32,1438087,No,USD,2024-09-05 11:22:50,2023-12-27 19:44:51
646,292,Series A,972312,17,2021-09-23,6.95,4014296,Yes,USD,2023-09-11 22:08:42,2023-06-06 14:28:49
647,292,Series C,829198,15,2023-01-14,17.42,8713198,No,USD,2021-01-17 11:36:55,2023-07-04 11:18:56
648,294,Angel,1109430,5,2022-08-14,23.42,1135735,Yes,USD,2023-05-31 19:30:39,2023-02-09 00:31:03
649,295,Series C,24640249,10,2022-06-25,19.23,1199884,No,USD,2023-03-07 08:59:46,2023-04-19 13:27:08
650,295,Series A,45682657,14,2024-06-24,7.94,2814279,No,USD,2022-01-31 18:14:21,2023-01-31 05:49:28
651,295,Bridge,30180985,1,2023-03-19,12.53,5333793,Yes,USD,2019-09-19 15:09:43,2024-05-09 12:23:12
652,296,Series B,1742741,7,2021-02-05,7.58,1461326,Yes,USD,2018-08-17 10:18:23,2023-12-11 17:15:50
653,297,Series C,945844,11,2024-12-15,25.77,1216865,No,USD,2020-02-07 03:27:35,2024-11-10 06:13:23
654,297,Convertible Note,1666654,14,2019-08-26,17.72,3596821,No,USD,2018-02-01 09:51:47,2024-08-17 02:01:32
655,297,Bridge,1792015,10,2017-04-02,6.99,9266522,Yes,USD,2022-02-26 10:43:30,2024-07-26 10:49:10
656,298,Convertible Note,7968307,18,2024-01-28,27.18,917300,Yes,USD,2018-10-08 21:43:26,2023-02-06 16:36:56
657,299,Pre-Seed,384539,12,2024-02-05,9.92,775058,Yes,USD,2019-01-16 03:23:53,2023-07-29 05:02:10
658,299,Bridge,797762,20,2024-12-21,9.75,1218958,Yes,USD,2020-06-08 18:27:15,2024-05-26 18:02:11
659,299,Pre-Seed,1596051,8,2024-01-18,19.01,3051864,No,USD,2023-10-26 05:41:04,2024-07-27 17:39:13
660,303,Series B,1143287,14,2024-07-16,15.81,1139799,Yes,USD,2021-01-23 04:47:00,2024-07-10 07:19:32
661,303,Seed,589219,13,2024-06-09,12.3,2212257,No,USD,2019-09-02 23:52:26,2023-11-11 08:54:01
662,303,Series B,1171191,7,2022-12-07,24.04,5469509,No,USD,2022-07-23 07:28:38,2024-10-28 10:33:05
663,304,Convertible Note,2736318,19,2016-11-22,12.78,954469,No,USD,2018-12-28 09:59:16,2024-01-29 19:13:50
664,304,Series C,2291459,11,2018-09-14,25.2,1563207,No,USD,2021-06-27 20:09:12,2024-09-21 08:00:09
665,304,Bridge,293190,19,2024-01-12,14.38,4330608,No,USD,2022-05-19 13:42:51,2024-06-15 02:57:07
666,304,Angel,1366898,5,2017-09-22,21.62,10241055,Yes,USD,2020-12-26 12:35:31,2023-05-21 05:57:03
667,305,Convertible Note,111755735,18,2021-01-10,6.33,922802,No,USD,2018-09-21 06:32:26,2024-05-18 09:45:56
668,305,Series C,266365774,2,2020-12-23,24.68,2078301,No,USD,2024-07-20 12:43:51,2023-11-30 21:49:28
669,306,Series C,494523648,18,2012-01-18,6.35,1126811,No,USD,2021-10-13 02:54:47,2023-05-15 12:40:47
670,306,Convertible Note,455841359,9,2017-12-02,10.37,2131596,No,USD,2020-07-07 05:29:02,2024-01-12 13:06:16
671,306,Bridge,381519726,9,2017-09-05,9.44,3814116,Yes,USD,2021-04-10 04:05:43,2024-06-06 13:28:16
672,306,Convertible Note,107307884,5,2013-02-19,11.24,10672614,Yes,USD,2024-06-10 02:36:33,2023-12-22 21:42:01
673,307,Bridge,1768947,8,2017-01-07,12.91,1220512,No,USD,2018-07-23 17:05:40,2023-09-27 06:58:11
674,307,Angel,3176162,16,2021-06-29,15.27,2860858,Yes,USD,2020-02-02 15:42:37,2024-12-09 22:03:49
675,307,Series B,740464,18,2014-02-23,5.04,5180472,Yes,USD,2023-09-02 19:04:47,2024-05-17 01:02:23
676,308,Angel,1464873,9,2017-12-02,16.48,811141,No,USD,2024-07-05 13:23:39,2024-09-04 00:21:54
