id,startup_name,slug,dpiit_recognized,registration_number,founded_year,founder_count,sector_id,state_id,city,funding_stage,total_funding_usd,valuation_usd,annual_revenue_inr,employee_count,women_led,sustainability_focus,ai_enabled,export_business,website,email,phone,linkedin_url,status,last_funding_date,growth_percentage,jobs_created,patents_filed,description,created_at,updated_at
249,CloudNest Now,cloudnest-now,Yes,DPIIT40040,2017,4,12,1,Bengaluru,Series A,7485244,31117167,17364925,936,Yes,No,Yes,Yes,https://www.cloudnest-now.io,hello@cloudnest-now.in,+91-9279313937,https://linkedin.com/company/cloudnest-now,Active,2024-11-24,131.18,284,15,"A pioneering BioTech startup based in Bengaluru, focused on scalable solutions.",2018-02-15 05:07:45,2023-07-21 00:01:36
250,ServeCloud Tech,servecloud-tech,No,DPIIT36262,2012,1,15,3,Rohini,Series A,12205561,58315980,137236713,4114,No,No,No,No,https://www.servecloud-tech.io,hello@servecloud-tech.in,+91-8690602500,https://linkedin.com/company/servecloud-tech,Active,2016-08-02,53.62,3580,26,"A innovative Robotics startup based in Rohini, focused on digital transformation.",2012-12-27 18:04:33,2023-09-04 04:44:54
251,EduLeap,eduleap,Yes,DPIIT43071,2012,1,14,18,Solan,Series A,10211024,37484724,337530897,4877,No,Yes,Yes,No,https://www.eduleap.in,hello@eduleap.io,+91-9370970711,https://linkedin.com/company/eduleap,Active,2013-07-09,197.75,558,5,"A pioneering EV startup based in Solan, focused on market disruption.",2012-01-04 10:15:42,2024-12-25 02:20:50
252,CartKing,cartking,No,DPIIT64339,2019,2,17,2,Thane,Pre-Seed,1133527,5101555,348132174,158,Yes,No,No,No,https://www.cartking.com,hello@cartking.in,+91-8640694771,https://linkedin.com/company/cartking,Failed,2023-06-06,-49.27,27,1,"A innovative FoodTech startup based in Thane, focused on AI-driven insights.",2019-10-21 01:31:30,2024-08-07 08:15:14
253,B2BSaaS Tech,b2bsaas-tech,No,DPIIT28293,2021,4,6,6,Rajkot,Seed,3889389,14480860,360559361,156,No,Yes,Yes,Yes,https://www.b2bsaas-tech.co.in,hello@b2bsaas-tech.io,+91-7736707936,https://linkedin.com/company/b2bsaas-tech,Active,2022-08-16,306.87,29,0,"A emerging SaaS startup based in Rajkot, focused on digital transformation.",2021-06-12 21:42:42,2023-01-29 20:51:42
254,ChargeUp Solutions,chargeup-solutions,No,DPIIT92045,2020,4,8,1,Bengaluru,Series A,1955876,75555570,331288073,4732,No,No,No,Yes,https://www.chargeup-solutions.com,hello@chargeup-solutions.io,+91-8713699053,https://linkedin.com/company/chargeup-solutions,Failed,2023-05-04,-28.83,2132,2,"A innovative Logistics startup based in Bengaluru, focused on scalable solutions.",2020-05-03 14:56:56,2023-12-31 16:32:47
255,CreditAI Labs,creditai-labs,No,DPIIT83849,2012,4,17,4,Warangal,Series A,198193,25879448,93650519,555,Yes,Yes,Yes,No,https://www.creditai-labs.com,hello@creditai-labs.io,+91-9868968361,https://linkedin.com/company/creditai-labs,Failed,2017-10-26,-67.41,88,1,"A emerging FoodTech startup based in Warangal, focused on market disruption.",2012-10-03 05:38:42,2024-03-09 17:57:32
256,WindGen Byte,windgen-byte,Yes,DPIIT73898,2013,4,2,3,Janakpuri,Angel,2969781,10404563,124124506,187,No,No,No,No,https://www.windgen-byte.io,hello@windgen-byte.io,+91-8620864130,https://linkedin.com/company/windgen-byte,Active,2018-10-20,162.91,92,0,"A emerging HealthTech startup based in Janakpuri, focused on market disruption.",2014-11-06 21:41:25,2023-07-06 09:40:02
257,TaxiApp Pro,taxiapp-pro,No,DPIIT28656,2012,3,13,12,Siliguri,Series A,1173113,37928705,143180256,3566,Yes,Yes,No,No,https://www.taxiapp-pro.in,hello@taxiapp-pro.io,+91-8746466686,https://linkedin.com/company/taxiapp-pro,Failed,2017-12-16,-40.74,1129,4,"A innovative Mobility startup based in Siliguri, focused on digital transformation.",2013-05-29 18:50:49,2023-08-16 08:34:25
258,ArmBot Labs,armbot-labs,No,DPIIT24804,2019,1,5,5,Salem,IPO,1148660884,3782529517,82249340,4368,Yes,No,Yes,No,https://www.armbot-labs.io,hello@armbot-labs.io,+91-9575649212,https://linkedin.com/company/armbot-labs,Acquired,2019-10-07,13.0,1339,1,"A emerging AI/ML startup based in Salem, focused on digital transformation.",2019-08-27 06:30:46,2024-02-22 00:21:11
259,EcoBalance,ecobalance,No,DPIIT66219,2012,3,17,12,Siliguri,Pre-Seed,1197199,5066343,446634418,184,No,No,No,No,https://www.ecobalance.io,hello@ecobalance.in,+91-7121354125,https://linkedin.com/company/ecobalance,Inactive,2015-09-18,77.01,147,3,"A emerging FoodTech startup based in Siliguri, focused on digital transformation.",2013-04-26 23:30:57,2023-03-08 16:08:44
260,QuickPay Pro,quickpay-pro,Yes,DPIIT39684,2019,3,2,4,Karimnagar,Series A,17238740,26049474,466090600,3332,No,No,No,No,https://www.quickpay-pro.co.in,hello@quickpay-pro.in,+91-9344687164,https://linkedin.com/company/quickpay-pro,Active,2020-08-18,133.07,1731,4,"A innovative HealthTech startup based in Karimnagar, focused on market disruption.",2020-02-10 22:39:35,2024-03-26 09:59:32
261,CarbonCut Pro,carboncut-pro,No,DPIIT42295,2012,2,11,2,Mumbai,Angel,1595631,5023741,432418346,173,No,No,No,Yes,https://www.carboncut-pro.io,hello@carboncut-pro.com,+91-7302295513,https://linkedin.com/company/carboncut-pro,Active,2014-06-25,292.58,123,0,"A emerging Cybersecurity startup based in Mumbai, focused on digital transformation.",2012-08-20 19:34:48,2024-07-22 12:13:26
262,RouteIQ Labs,routeiq-labs,No,DPIIT27810,2012,1,4,3,Dwarka,Series A,116102,25034970,200924485,4961,No,No,No,No,https://www.routeiq-labs.in,hello@routeiq-labs.com,+91-8259788456,https://linkedin.com/company/routeiq-labs,Failed,2020-07-01,-34.41,3084,3,"A pioneering AgriTech startup based in Dwarka, focused on market disruption.",2013-09-20 13:27:31,2024-02-25 01:20:50
263,ServeCloud Solutions,servecloud-solutions,Yes,DPIIT27151,2017,4,11,1,Mangaluru,Series A,11110052,49550387,407017377,3679,No,Yes,No,No,https://www.servecloud-solutions.io,hello@servecloud-solutions.in,+91-8637500933,https://linkedin.com/company/servecloud-solutions,Active,2023-01-11,269.07,3210,1,"A innovative Cybersecurity startup based in Mangaluru, focused on AI-driven insights.",2017-12-11 22:18:03,2023-04-22 12:40:21
264,VaultSec Pro,vaultsec-pro,Yes,DPIIT50713,2013,3,1,3,New Delhi,Series B,65316438,212192773,87041152,1579,No,No,Yes,No,https://www.vaultsec-pro.com,hello@vaultsec-pro.in,+91-7119180627,https://linkedin.com/company/vaultsec-pro,Active,2016-12-03,336.8,214,0,"A innovative FinTech startup based in New Delhi, focused on sustainable growth.",2014-12-28 03:05:23,2024-05-30 08:34:51
265,YumTech,yumtech,Yes,DPIIT11785,2020,1,4,1,Bengaluru,Series A,13661579,47072911,259342473,4101,No,No,No,No,https://www.yumtech.io,hello@yumtech.com,+91-9742740566,https://linkedin.com/company/yumtech,Active,2020-09-18,193.8,3483,0,"A innovative AgriTech startup based in Bengaluru, focused on digital transformation.",2020-06-17 01:13:33,2023-09-15 07:47:48
266,TaxiApp Hub,taxiapp-hub,No,DPIIT98047,2012,2,12,2,Nashik,Series B,834746,207014534,466144084,4410,Yes,No,No,No,https://www.taxiapp-hub.io,hello@taxiapp-hub.in,+91-8554903465,https://linkedin.com/company/taxiapp-hub,Failed,2022-05-06,-67.76,2200,1,"A leading BioTech startup based in Nashik, focused on AI-driven insights.",2012-09-17 09:41:23,2023-10-20 20:29:21
267,FireWall Tech,firewall-tech,No,DPIIT94084,2016,4,4,9,Jaipur,Seed,1389280,4010923,383748816,119,No,No,No,No,https://www.firewall-tech.in,hello@firewall-tech.com,+91-7823036653,https://linkedin.com/company/firewall-tech,Failed,2024-08-18,-63.0,113,4,"A emerging AgriTech startup based in Jaipur, focused on scalable solutions.",2016-03-15 15:22:45,2023-01-13 20:34:03
268,DocAI India,docai-india,Yes,DPIIT81476,2022,1,8,5,Salem,Bootstrapped,0,2138507,177604391,187,No,No,No,No,https://www.docai-india.in,hello@docai-india.in,+91-7985773954,https://linkedin.com/company/docai-india,Active,,205.29,80,0,"A leading Logistics startup based in Salem, focused on digital transformation.",2023-06-12 02:45:55,2024-02-10 14:30:32
269,RoboArm India,roboarm-india,No,DPIIT94120,2018,3,6,8,Kozhikode,Angel,540959,5365909,141473758,72,Yes,No,No,No,https://www.roboarm-india.in,hello@roboarm-india.io,+91-9558754366,https://linkedin.com/company/roboarm-india,Failed,2018-08-08,-25.1,17,1,"A emerging SaaS startup based in Kozhikode, focused on market disruption.",2019-06-09 21:16:55,2024-07-05 23:24:51
270,RideFast Pro,ridefast-pro,No,DPIIT28026,2012,4,17,4,Karimnagar,Series A,7600528,37047591,371763006,4955,No,No,No,Yes,https://www.ridefast-pro.com,hello@ridefast-pro.io,+91-9569324014,https://linkedin.com/company/ridefast-pro,Inactive,2018-11-12,81.47,4429,5,"A emerging FoodTech startup based in Karimnagar, focused on sustainable growth.",2012-06-28 08:08:57,2023-07-28 17:41:14
271,SunPower Hub,sunpower-hub,No,DPIIT77460,2019,2,8,1,Mysuru,Series B,26925859,60648668,61521249,4553,No,Yes,No,No,https://www.sunpower-hub.in,hello@sunpower-hub.com,+91-7520234731,https://linkedin.com/company/sunpower-hub,Acquired,2019-05-04,343.86,368,0,"A leading Logistics startup based in Mysuru, focused on scalable solutions.",2019-08-24 05:56:00,2023-01-17 02:44:33
272,YumTech Hub,yumtech-hub,No,DPIIT22181,2021,4,2,3,New Delhi,Bootstrapped,1781995,4260768,452656111,166,No,No,Yes,No,https://www.yumtech-hub.io,hello@yumtech-hub.in,+91-9791194627,https://linkedin.com/company/yumtech-hub,Failed,,-59.32,64,5,"A leading HealthTech startup based in New Delhi, focused on market disruption.",2022-06-07 01:50:30,2023-10-10 13:50:48
273,DroneBot Now,dronebot-now,Yes,DPIIT58504,2013,2,11,5,Coimbatore,Angel,2969193,9761969,447707482,178,No,No,No,No,https://www.dronebot-now.co.in,hello@dronebot-now.com,+91-8423384138,https://linkedin.com/company/dronebot-now,Active,2013-10-13,289.06,7,5,"A leading Cybersecurity startup based in Coimbatore, focused on AI-driven insights.",2014-03-20 21:24:27,2023-10-03 02:04:00
274,RoboArm Plus,roboarm-plus,Yes,DPIIT91082,2016,4,10,3,Rohini,Bootstrapped,0,757460,378999884,62,No,No,Yes,Yes,https://www.roboarm-plus.com,hello@roboarm-plus.in,+91-9412473842,https://linkedin.com/company/roboarm-plus,Active,,207.22,50,6,"A emerging DeepTech startup based in Rohini, focused on AI-driven insights.",2017-07-15 06:18:35,2023-05-25 12:34:46
275,AppSuite Pro,appsuite-pro,No,DPIIT90526,2020,1,13,5,Coimbatore,Series B,1264801,113152846,284443404,1967,No,Yes,No,No,https://www.appsuite-pro.co.in,hello@appsuite-pro.com,+91-8559164828,https://linkedin.com/company/appsuite-pro,Failed,2022-06-06,-32.25,930,0,"A emerging Mobility startup based in Coimbatore, focused on AI-driven insights.",2020-01-24 22:38:15,2023-05-10 00:05:08
276,FlexCharge Ventures,flexcharge-ventures,No,DPIIT25437,2021,1,13,3,Dwarka,Pre-Seed,664960,3318131,459906829,6,No,No,No,No,https://www.flexcharge-ventures.com,hello@flexcharge-ventures.io,+91-7592575546,https://linkedin.com/company/flexcharge-ventures,Active,2023-01-25,113.65,5,2,"A emerging Mobility startup based in Dwarka, focused on market disruption.",2021-07-09 02:06:34,2024-11-20 20:35:09
277,MedTrack AI,medtrack-ai,Yes,DPIIT58869,2013,3,5,2,Pune,Series B,52046357,167798764,275999650,4863,No,No,Yes,Yes,https://www.medtrack-ai.io,hello@medtrack-ai.in,+91-9172384206,https://linkedin.com/company/medtrack-ai,Active,2023-01-29,18.94,1037,0,"A innovative AI/ML startup based in Pune, focused on scalable solutions.",2014-01-11 15:53:00,2024-12-28 18:01:46
278,DataPulse India,datapulse-india,No,DPIIT17656,2014,2,11,5,Coimbatore,Series A,472507,24243292,93168424,1780,No,Yes,No,No,https://www.datapulse-india.in,hello@datapulse-india.io,+91-8124497880,https://linkedin.com/company/datapulse-india,Failed,2017-02-14,-18.02,1470,3,"A innovative Cybersecurity startup based in Coimbatore, focused on digital transformation.",2014-05-20 13:04:24,2024-07-09 11:00:30
279,SwiftLogix,swiftlogix,No,DPIIT15717,2014,1,2,7,Varanasi,Pre-Seed,1957884,5675680,1550665,161,No,No,No,No,https://www.swiftlogix.com,hello@swiftlogix.io,+91-7584821121,https://linkedin.com/company/swiftlogix,Failed,2023-06-19,-50.08,53,0,"A leading HealthTech startup based in Varanasi, focused on AI-driven insights.",2014-03-14 13:37:20,2024-11-27 00:00:30
280,SnackBox Box,snackbox-box,Yes,DPIIT43697,2015,4,17,8,Kochi,Series B,40955304,149272768,376340867,2450,No,No,No,Yes,https://www.snackbox-box.co.in,hello@snackbox-box.io,+91-7378346991,https://linkedin.com/company/snackbox-box,Active,2024-02-03,300.13,2110,1,"A emerging FoodTech startup based in Kochi, focused on scalable solutions.",2015-11-15 17:05:13,2023-03-14 01:16:21
281,CloudNest Tech,cloudnest-tech,No,DPIIT79460,2015,4,8,3,Janakpuri,Series B,24611770,99768067,480104602,2481,Yes,Yes,No,No,https://www.cloudnest-tech.co.in,hello@cloudnest-tech.com,+91-8843687405,https://linkedin.com/company/cloudnest-tech,Inactive,2024-11-20,302.4,1836,1,"A innovative Logistics startup based in Janakpuri, focused on sustainable growth.",2015-11-03 17:32:12,2024-07-14 09:11:20
282,DocAI Labs,docai-labs,Yes,DPIIT57739,2017,4,13,3,Rohini,Bootstrapped,0,4531459,26465312,89,No,No,Yes,No,https://www.docai-labs.com,hello@docai-labs.io,+91-7146090311,https://linkedin.com/company/docai-labs,Active,,113.24,71,2,"A pioneering Mobility startup based in Rohini, focused on digital transformation.",2017-02-13 15:40:44,2023-11-13 23:01:42
283,QuantumTech India,quantumtech-india,Yes,DPIIT13118,2022,3,3,10,Gurugram,IPO,1293640075,5983758592,51871054,4973,No,No,No,No,https://www.quantumtech-india.in,hello@quantumtech-india.in,+91-8151262762,https://linkedin.com/company/quantumtech-india,Active,2022-02-09,-0.03,683,5,"A innovative EdTech startup based in Gurugram, focused on digital transformation.",2022-03-26 21:08:11,2024-03-24 10:50:50
284,RoboArm Pro,roboarm-pro,Yes,DPIIT67417,2013,2,1,3,New Delhi,Seed,2751880,4979664,43380541,86,No,No,Yes,No,https://www.roboarm-pro.com,hello@roboarm-pro.in,+91-7821467597,https://linkedin.com/company/roboarm-pro,Active,2020-07-25,142.86,18,3,"A leading FinTech startup based in New Delhi, focused on sustainable growth.",2014-12-27 23:37:43,2024-01-10 20:01:58
285,ChargePod Plus,chargepod-plus,No,DPIIT38116,2015,2,2,6,Ahmedabad,Pre-Seed,1323489,4399857,364750669,164,No,No,Yes,No,https://www.chargepod-plus.com,hello@chargepod-plus.com,+91-9331141053,https://linkedin.com/company/chargepod-plus,Active,2018-05-30,-18.89,78,5,"A leading HealthTech startup based in Ahmedabad, focused on scalable solutions.",2016-10-31 10:56:39,2024-09-23 05:34:22
286,GeneticaAI Byte,geneticaai-byte,No,DPIIT81761,2012,1,11,6,Vadodara,Seed,1294106,10281648,38936200,13,No,Yes,Yes,No,https://www.geneticaai-byte.co.in,hello@geneticaai-byte.in,+91-8128579689,https://linkedin.com/company/geneticaai-byte,Failed,2021-02-20,-50.01,2,5,"A innovative Cybersecurity startup based in Vadodara, focused on AI-driven insights.",2013-05-27 08:44:43,2023-05-09 22:56:13
287,MoneyMap Labs,moneymap-labs,No,DPIIT11448,2018,2,10,4,Warangal,Series B,890577,128151153,12011866,72,No,Yes,Yes,No,https://www.moneymap-labs.in,hello@moneymap-labs.in,+91-8344769730,https://linkedin.com/company/moneymap-labs,Failed,2023-07-04,-68.75,34,4,"A emerging DeepTech startup based in Warangal, focused on scalable solutions.",2018-10-20 03:29:34,2023-09-18 05:37:03
288,ChargeUp Tech,chargeup-tech,Yes,DPIIT93519,2013,1,8,5,Coimbatore,Series C,162601689,599343265,460567659,830,Yes,No,No,No,https://www.chargeup-tech.io,hello@chargeup-tech.com,+91-7059891141,https://linkedin.com/company/chargeup-tech,Active,2013-05-05,290.4,157,0,"A leading Logistics startup based in Coimbatore, focused on AI-driven insights.",2014-02-07 14:14:50,2023-05-20 19:59:00
289,KisanTech Plus,kisantech-plus,Yes,DPIIT31952,2019,1,11,2,Nashik,Series C,231014488,944041395,425103535,4498,No,No,Yes,No,https://www.kisantech-plus.co.in,hello@kisantech-plus.io,+91-7769576256,https://linkedin.com/company/kisantech-plus,Active,2022-08-17,199.57,71,5,"A innovative Cybersecurity startup based in Nashik, focused on AI-driven insights.",2020-01-14 11:33:11,2023-03-21 08:29:29
290,MLStudio Pro,mlstudio-pro,No,DPIIT32402,2020,2,4,1,Hubballi,Pre-Seed,1221949,3192738,122144797,187,No,Yes,No,Yes,https://www.mlstudio-pro.co.in,hello@mlstudio-pro.io,+91-7018364938,https://linkedin.com/company/mlstudio-pro,Active,2020-01-13,16.62,177,2,"A leading AgriTech startup based in Hubballi, focused on AI-driven insights.",2020-04-18 03:32:27,2023-08-05 17:23:21
291,CropBot Now,cropbot-now,No,DPIIT89150,2018,1,15,1,Mangaluru,Series B,193233,122313968,378945152,821,No,Yes,Yes,No,https://www.cropbot-now.in,hello@cropbot-now.io,+91-9499174734,https://linkedin.com/company/cropbot-now,Failed,2024-03-27,-46.49,493,28,"A innovative Robotics startup based in Mangaluru, focused on market disruption.",2018-10-10 10:56:19,2023-02-24 21:06:32
292,MedTrack Tech,medtrack-tech,Yes,DPIIT46537,2016,2,6,6,Rajkot,Pre-Seed,872521,3620680,115756930,162,Yes,No,Yes,No,https://www.medtrack-tech.com,hello@medtrack-tech.com,+91-8810157666,https://linkedin.com/company/medtrack-tech,Active,2022-01-07,1.89,94,4,"A innovative SaaS startup based in Rajkot, focused on digital transformation.",2017-11-20 04:47:40,2023-01-14 04:02:40
293,CyberGuard,cyberguard,No,DPIIT27123,2019,2,8,2,Pune,Bootstrapped,0,1095422,385903975,117,Yes,No,Yes,No,https://www.cyberguard.com,hello@cyberguard.in,+91-8088626700,https://linkedin.com/company/cyberguard,Inactive,,117.98,52,1,"A leading Logistics startup based in Pune, focused on digital transformation.",2019-12-19 22:50:38,2023-08-25 14:29:29
294,MoveIt AI,moveit-ai,No,DPIIT15357,2021,1,8,10,Gurugram,Seed,1297953,2139177,350911674,46,No,Yes,No,No,https://www.moveit-ai.com,hello@moveit-ai.com,+91-8132456811,https://linkedin.com/company/moveit-ai,Acquired,2021-07-03,90.46,17,5,"A pioneering Logistics startup based in Gurugram, focused on digital transformation.",2022-09-27 12:25:10,2023-06-04 18:05:51
295,CityRide,cityride,No,DPIIT61605,2019,2,13,4,Warangal,Series B,44734609,179223119,452741762,3271,No,No,No,No,https://www.cityride.io,hello@cityride.in,+91-8290650971,https://linkedin.com/company/cityride,Acquired,2019-06-16,11.12,2689,0,"A emerging Mobility startup based in Warangal, focused on AI-driven insights.",2020-02-05 06:43:19,2024-09-11 06:45:14
296,AppSuite AI,appsuite-ai,No,DPIIT38369,2018,1,13,2,Nagpur,Seed,1795964,3780067,455466254,48,Yes,No,No,No,https://www.appsuite-ai.io,hello@appsuite-ai.in,+91-9892686817,https://linkedin.com/company/appsuite-ai,Acquired,2019-07-06,89.34,11,0,"A leading Mobility startup based in Nagpur, focused on market disruption.",2019-05-20 19:43:39,2023-04-11 23:39:59
297,ClassBot Tech,classbot-tech,No,DPIIT57924,2015,2,3,5,Madurai,Series B,810589,270728458,205153894,2209,Yes,No,Yes,No,https://www.classbot-tech.in,hello@classbot-tech.com,+91-8119878539,https://linkedin.com/company/classbot-tech,Failed,2017-04-03,-11.81,830,0,"A innovative EdTech startup based in Madurai, focused on digital transformation.",2015-03-22 22:53:23,2024-11-15 16:31:25
298,BuildBot Hub,buildbot-hub,No,DPIIT45501,2023,2,9,7,Agra,Series A,18355771,57969633,216487439,4857,No,No,No,No,https://www.buildbot-hub.com,hello@buildbot-hub.in,+91-7896023530,https://linkedin.com/company/buildbot-hub,Inactive,2023-10-02,141.54,2298,1,"A leading Renewable Energy startup based in Agra, focused on scalable solutions.",2023-12-18 09:23:01,2024-07-02 22:58:00
299,QuickMart Ventures,quickmart-ventures,No,DPIIT24790,2021,3,17,12,Siliguri,Pre-Seed,1216576,3379816,409246209,107,No,Yes,Yes,No,https://www.quickmart-ventures.in,hello@quickmart-ventures.com,+91-8580301952,https://linkedin.com/company/quickmart-ventures,Inactive,2021-10-20,91.77,101,5,"A leading FoodTech startup based in Siliguri, focused on sustainable growth.",2021-07-05 12:07:59,2023-10-20 01:42:16
300,ChefBot Now,chefbot-now,No,DPIIT39622,2016,1,6,4,Hyderabad,Bootstrapped,0,975963,162596761,86,No,Yes,No,Yes,https://www.chefbot-now.com,hello@chefbot-now.io,+91-9772902112,https://linkedin.com/company/chefbot-now,Active,,189.63,17,3,"A pioneering SaaS startup based in Hyderabad, focused on scalable solutions.",2016-05-25 03:05:23,2024-07-16 14:05:58
301,PredictAI Solutions,predictai-solutions,No,DPIIT94948,2018,4,12,2,Pune,Bootstrapped,1772500,2343442,397814377,50,No,No,Yes,No,https://www.predictai-solutions.io,hello@predictai-solutions.io,+91-7633885220,https://linkedin.com/company/predictai-solutions,Failed,,-66.42,16,28,"A emerging BioTech startup based in Pune, focused on AI-driven insights.",2019-04-09 04:36:27,2024-02-14 21:20:26
302,SolarMax Labs,solarmax-labs,No,DPIIT58167,2022,2,9,3,New Delhi,Bootstrapped,0,391255,497605793,200,No,No,No,Yes,https://www.solarmax-labs.com,hello@solarmax-labs.com,+91-7652762294,https://linkedin.com/company/solarmax-labs,Inactive,,3.27,125,5,"A innovative Renewable Energy startup based in New Delhi, focused on scalable solutions.",2022-03-09 09:11:20,2024-04-19 21:54:12
303,AgriVision Pro,agrivision-pro,No,DPIIT30207,2022,1,4,2,Thane,Series C,444936,617290820,214672482,4384,No,No,No,No,https://www.agrivision-pro.com,hello@agrivision-pro.io,+91-9769718490,https://linkedin.com/company/agrivision-pro,Failed,2022-06-27,-53.53,1529,4,"A emerging AgriTech startup based in Thane, focused on scalable solutions.",2022-12-19 04:46:23,2024-09-22 11:52:57
304,CoreTech Plus,coretech-plus,Yes,DPIIT39105,2015,2,5,6,Surat,Seed,3684088,17156517,414851142,118,No,No,Yes,No,https://www.coretech-plus.in,hello@coretech-plus.com,+91-8817745462,https://linkedin.com/company/coretech-plus,Active,2022-11-04,114.53,56,0,"A pioneering AI/ML startup based in Surat, focused on digital transformation.",2016-04-25 12:05:58,2023-02-20 17:29:02
305,GaiaTech Tech,gaiatech-tech,Yes,DPIIT82564,2018,1,4,3,Janakpuri,Series C,296607490,614986486,446476638,1687,No,Yes,No,No,https://www.gaiatech-tech.com,hello@gaiatech-tech.in,+91-9861395841,https://linkedin.com/company/gaiatech-tech,Active,2018-06-08,26.13,1627,5,"A emerging AgriTech startup based in Janakpuri, focused on sustainable growth.",2019-07-01 08:49:25,2024-05-04 06:20:28
306,MetroRide Solutions,metroride-solutions,Yes,DPIIT97163,2012,3,7,1,Mysuru,IPO,628063062,1550409688,87643351,4214,No,No,No,No,https://www.metroride-solutions.in,hello@metroride-solutions.io,+91-8519297269,https://linkedin.com/company/metroride-solutions,Active,2014-05-19,346.44,3319,0,"A emerging E-Commerce startup based in Mysuru, focused on scalable solutions.",2013-09-24 10:13:23,2024-11-02 01:57:24
307,CellBio Byte,cellbio-byte,No,DPIIT52461,2012,2,2,2,Mumbai,Angel,2562659,8470803,57125228,65,No,Yes,Yes,Yes,https://www.cellbio-byte.in,hello@cellbio-byte.in,+91-7749535274,https://linkedin.com/company/cellbio-byte,Inactive,2022-11-21,265.7,53,5,"A leading HealthTech startup based in Mumbai, focused on market disruption.",2012-10-20 21:25:14,2024-08-07 23:30:42
308,ZapCharge AI,zapcharge-ai,No,DPIIT54855,2014,3,16,1,Mangaluru,Pre-Seed,1167776,2806225,306306126,23,No,No,No,Yes,https://www.zapcharge-ai.com,hello@zapcharge-ai.io,+91-8614801437,https://linkedin.com/company/zapcharge-ai,Active,2024-07-04,6.65,20,1,"A pioneering ClimateTech startup based in Mangaluru, focused on AI-driven insights.",2015-07-15 15:22:51,2023-07-09 01:30:51
309,TechSpark Byte,techspark-byte,No,DPIIT66360,2021,2,6,1,Mangaluru,Series A,301523,33853157,9004172,632,No,No,No,No,https://www.techspark-byte.co.in,hello@techspark-byte.com,+91-9432646665,https://linkedin.com/company/techspark-byte,Failed,2024-08-28,-14.14,537,3,"A innovative SaaS startup based in Mangaluru, focused on digital transformation.",2021-06-18 13:31:57,2024-05-10 07:05:51
310,VaultSec Byte,vaultsec-byte,No,DPIIT25111,2020,4,13,2,Nashik,Series B,1460523,94642079,183063070,4774,No,No,Yes,No,https://www.vaultsec-byte.io,hello@vaultsec-byte.in,+91-7809069215,https://linkedin.com/company/vaultsec-byte,Failed,2022-12-31,-31.12,254,4,"A pioneering Mobility startup based in Nashik, focused on scalable solutions.",2020-08-26 03:09:02,2023-06-12 03:37:04
311,MoveIt,moveit,Yes,DPIIT50130,2016,1,13,7,Agra,Angel,1686100,7252274,344642413,121,No,No,No,No,https://www.moveit.co.in,hello@moveit.in,+91-8278800218,https://linkedin.com/company/moveit,Active,2021-05-19,31.9,75,3,"A emerging Mobility startup based in Agra, focused on sustainable growth.",2016-04-01 13:52:12,2024-01-30 11:27:44
312,HydroGen Ventures,hydrogen-ventures,Yes,DPIIT28003,2012,4,8,1,Hubballi,Series A,16727804,39895303,253468793,1681,No,No,No,No,https://www.hydrogen-ventures.io,hello@hydrogen-ventures.com,+91-7212795716,https://linkedin.com/company/hydrogen-ventures,Active,2020-08-29,20.67,1424,2,"A emerging Logistics startup based in Hubballi, focused on digital transformation.",2012-07-02 11:22:07,2023-06-15 16:10:29
313,ClassBot Plus,classbot-plus,No,DPIIT44304,2021,4,8,2,Nagpur,IPO,974339006,4098968561,156682300,4346,No,No,No,No,https://www.classbot-plus.io,hello@classbot-plus.com,+91-8311479086,https://linkedin.com/company/classbot-plus,Inactive,2024-02-21,71.77,995,3,"A innovative Logistics startup based in Nagpur, focused on market disruption.",2021-09-06 22:54:16,2023-10-10 18:28:18
314,UrbanRide Pro,urbanride-pro,No,DPIIT38642,2014,1,9,9,Kota,Pre-Seed,1917720,8391105,376599290,148,Yes,No,No,No,https://www.urbanride-pro.com,hello@urbanride-pro.com,+91-7677287684,https://linkedin.com/company/urbanride-pro,Active,2015-08-22,165.19,28,0,"A emerging Renewable Energy startup based in Kota, focused on scalable solutions.",2014-03-04 22:11:07,2024-05-05 01:30:20
315,GeneticaAI Labs,geneticaai-labs,Yes,DPIIT18400,2012,1,12,2,Nashik,Angel,2956205,6647417,462249157,37,No,Yes,No,No,https://www.geneticaai-labs.com,hello@geneticaai-labs.com,+91-7607459296,https://linkedin.com/company/geneticaai-labs,Active,2017-06-25,82.91,24,3,"A innovative BioTech startup based in Nashik, focused on digital transformation.",2012-07-27 23:55:29,2023-12-08 12:55:22
316,LendEasy Box,lendeasy-box,No,DPIIT44221,2012,1,11,5,Coimbatore,Series B,62144664,275092973,451747630,3911,No,No,No,No,https://www.lendeasy-box.in,hello@lendeasy-box.in,+91-9988279147,https://linkedin.com/company/lendeasy-box,Acquired,2024-06-15,205.51,1342,3,"A emerging Cybersecurity startup based in Coimbatore, focused on scalable solutions.",2012-03-27 02:14:59,2024-07-09 17:23:03
